Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.16,0,0.5417107114163103640886067080,0.54171071141631,0.54171071141631,0.54171071141631,0.54171071141631,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,26836930
0.17,0,0.5405642769640794745914439375,0.54056427696408,0.54056427696408,0.54056427696408,0.54056427696408,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,28514240
0.18,0,0.5394903008857064202995255558,0.539490300885706,0.539490300885706,0.539490300885706,0.539490300885706,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,30191540
0.19,0,0.5384809564159656379100078983,0.538480956415966,0.538480956415966,0.538480956415966,0.538480956415966,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,31868850
0.20,0,0.5375295915759569610896114775,0.537529591575957,0.537529591575957,0.537529591575957,0.537529591575957,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,33546160
0.21,0,0.5366304910145778427729844213,0.536630491014578,0.536630491014578,0.536630491014578,0.536630491014578,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,35223470
0.22,0,0.5357787161800664627063937847,0.535778716180066,0.535778716180066,0.535778716180066,0.535778716180066,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,36900780
0.23,0,0.5349699781611709253830304866,0.534969978161171,0.534969978161171,0.534969978161171,0.534969978161171,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,38578080
0.24,0,0.5342005132224213603928152321,0.534200513222421,0.534200513222421,0.534200513222421,0.534200513222421,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,40255390
0.25,0,0.5334670266605114291906893444,0.533467026660512,0.533467026660512,0.533467026660512,0.533467026660512,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,41932700
0.26,0,0.5332497716226355510530240829,0.533249771622636,0.533249771622636,0.533249771622636,0.533249771622636,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,43610010
0.27,0,0.5330629949647606243517974500,0.533062994964761,0.533062994964761,0.533062994964761,0.533062994964761,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,45287320
0.28,0,0.5329043966985807506307056540,0.532904396698581,0.532904396698581,0.532904396698581,0.532904396698581,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,46964620
0.29,0,0.5327720515922241849646372506,0.532772051592224,0.532772051592224,0.532772051592224,0.532772051592224,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,48641930
0.30,0,0.5326638275353890598386083555,0.532663827535389,0.532663827535389,0.532663827535389,0.532663827535389,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,50319240
0.31,0,0.5325782010164307222843550482,0.532578201016431,0.532578201016431,0.532578201016431,0.532578201016431,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,51996550
0.32,0,0.5325136658510944547295930147,0.532513665851094,0.532513665851094,0.532513665851094,0.532513665851094,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,53673860
0.33,0,0.5324688597306731102871762131,0.532468859730673,0.532468859730673,0.532468859730673,0.532468859730673,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,55351160
0.34,0,0.5324426780713741643073469109,0.532442678071374,0.532442678071374,0.532442678071374,0.532442678071374,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,57028470
0.35,0,0.5324337064244498010941106914,0.53243370642445,0.53243370642445,0.53243370642445,0.53243370642445,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,58705780
0.36,0,0.5324410536354367791295891289,0.532441053635437,0.532441053635437,0.532441053635437,0.532441053635437,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,60383090
0.37,0,0.5324637722410710443373334440,0.532463772241071,0.532463772241071,0.532463772241071,0.532463772241071,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,62060400
0.38,0,0.5325011378869125251960286890,0.532501137886912,0.532501137886912,0.532501137886912,0.532501137886912,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,63737700
0.39,0,0.5325520585705917469375628521,0.532552058570592,0.532552058570592,0.532552058570592,0.532552058570592,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,65415010
0.40,0,0.5326159417280521190727417745,0.532615941728052,0.532615941728052,0.532615941728052,0.532615941728052,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,67092320
0.41,0,0.5326921075806713425655057301,0.532692107580671,0.532692107580671,0.532692107580671,0.532692107580671,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,68769620
0.42,0,0.5327800604959933644451758640,0.532780060495993,0.532780060495993,0.532780060495993,0.532780060495993,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,70446940
0.43,0,0.5328789359529143901582946772,0.532878935952914,0.532878935952914,0.532878935952914,0.532878935952914,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,72124250
0.44,0,0.5329883327688298416899729564,0.53298833276883,0.53298833276883,0.53298833276883,0.53298833276883,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,73801550
0.45,0,0.5331077402884624660251308363,0.533107740288462,0.533107740288462,0.533107740288462,0.533107740288462,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,75478860
0.46,0,0.5332368320592424146191303185,0.533236832059242,0.533236832059242,0.533236832059242,0.533236832059242,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,77156170
0.47,0,0.5333748837514560239867658715,0.533374883751456,0.533374883751456,0.533374883751456,0.533374883751456,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,78833470
0.48,0,0.5335216227562312996389553479,0.533521622756231,0.533521622756231,0.533521622756231,0.533521622756231,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,80510780
0.49,0,0.5336768070851032225922774951,0.533676807085103,0.533676807085103,0.533676807085103,0.533676807085103,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,82188100
0.50,0,0.5338397954840496664864323038,0.53383979548405,0.53383979548405,0.53383979548405,0.53383979548405,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,83865400
0.51,0,0.5340103882892794189427858576,0.534010388289279,0.534010388289279,0.534010388289279,0.534010388289279,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,85542700
0.52,0,0.5341882636485660120894750954,0.534188263648566,0.534188263648566,0.534188263648566,0.534188263648566,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,87220020
0.53,0,0.5343731294770046697173241412,0.534373129477005,0.534373129477005,0.534373129477005,0.534373129477005,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,88897320
0.54,0,0.5345648414950749446622112830,0.534564841495075,0.534564841495075,0.534564841495075,0.534564841495075,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,90574630
0.55,0,0.5347628496630112697344353738,0.534762849663011,0.534762849663011,0.534762849663011,0.534762849663011,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,92251940
0.56,0,0.5349670461990315767338409298,0.534967046199032,0.534967046199032,0.534967046199032,0.534967046199032,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,93929250
0.57,0,0.5351771957722809444993410650,0.535177195772281,0.535177195772281,0.535177195772281,0.535177195772281,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,95606550
0.58,0,0.5353932141077708790745523725,0.535393214107771,0.535393214107771,0.535393214107771,0.535393214107771,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,97283860
0.59,0,0.5356146047146422751155554411,0.535614604714642,0.535614604714642,0.535614604714642,0.535614604714642,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,98961170
0.60,0,0.5358413066908376765498407677,0.535841306690838,0.535841306690838,0.535841306690838,0.535841306690838,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,100638500
0.61,0,0.5369475014885420556810422711,0.536947501488542,0.536947501488542,0.536947501488542,0.536947501488542,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,102315800
0.62,0,0.5380273149679786617220845833,0.538027314967979,0.538027314967979,0.538027314967979,0.538027314967979,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,103993100
0.63,0,0.5391118997690031829921772091,0.539111899769003,0.539111899769003,0.539111899769003,0.539111899769003,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,105670400
0.64,0,0.5402010926609177486900851513,0.540201092660918,0.540201092660918,0.540201092660918,0.540201092660918,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,107347700
0.65,0,0.5412947383591259394508986185,0.541294738359126,0.541294738359126,0.541294738359126,0.541294738359126,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,109025000
0.66,0,0.5423926890266314293331674390,0.542392689026632,0.542392689026632,0.542392689026632,0.542392689026632,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,110702300
0.67,0,0.5434948038136191419039696478,0.543494803813619,0.543494803813619,0.543494803813619,0.543494803813619,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,112379600
0.68,0,0.5446009484316926748091138248,0.544600948431693,0.544600948431693,0.544600948431693,0.544600948431693,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,114056900
0.69,0,0.5457108517261220323404782297,0.545710851726122,0.545710851726122,0.545710851726122,0.545710851726122,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,115734200
0.70,0,0.5468246648931042513409290375,0.546824664893104,0.546824664893104,0.546824664893104,0.546824664893104,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,117411600
0.71,0,0.5479421533614351261391222759,0.547942153361435,0.547942153361435,0.547942153361435,0.547942153361435,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,119088900
0.72,0,0.5490631926498191751569021134,0.549063192649819,0.549063192649819,0.549063192649819,0.549063192649819,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,120766200
0.73,0,0.5501876759060215393347297535,0.550187675906022,0.550187675906022,0.550187675906022,0.550187675906022,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,122443500
0.74,0,0.5513155008608694109400640976,0.551315500860869,0.551315500860869,0.551315500860869,0.551315500860869,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,124120800
0.75,0,0.5524465695744787688004551023,0.552446569574479,0.552446569574479,0.552446569574479,0.552446569574479,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,125798100
0.76,0,0.5535807881996215678211645277,0.553580788199622,0.553580788199622,0.553580788199622,0.553580788199622,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,127475400
0.77,0,0.5547179237272748485131558738,0.554717923727275,0.554717923727275,0.554717923727275,0.554717923727275,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,129152700
0.78,0,0.5558583189482743209460534229,0.555858318948274,0.555858318948274,0.555858318948274,0.555858318948274,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,130830000
0.79,0,0.5570013188908808581872304924,0.557001318890881,0.557001318890881,0.557001318890881,0.557001318890881,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,132507300
0.80,0,0.5581472731105842621806643907,0.558147273110584,0.558147273110584,0.558147273110584,0.558147273110584,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,134184600
0.81,0,0.5592959516479827810061762386,0.559295951647983,0.559295951647983,0.559295951647983,0.559295951647983,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,135862000
0.82,0,0.5604473125559361315720485794,0.560447312555936,0.560447312555936,0.560447312555936,0.560447312555936,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,137539200
0.83,0,0.5616012434874590185332609015,0.561601243487459,0.561601243487459,0.561601243487459,0.561601243487459,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,139216600
0.84,0,0.5627577075182372446589666308,0.562757707518237,0.562757707518237,0.562757707518237,0.562757707518237,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,140893900
0.85,0,0.5639166288812546988864582961,0.563916628881255,0.563916628881255,0.563916628881255,0.563916628881255,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,142571200
0.86,0,0.5650779445784983661576015663,0.565077944578498,0.565077944578498,0.565077944578498,0.565077944578498,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,144248500
0.87,0,0.5662414508844129299752294405,0.566241450884413,0.566241450884413,0.566241450884413,0.566241450884413,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,145925800
0.88,0,0.5674073753710990209761684245,0.567407375371099,0.567407375371099,0.567407375371099,0.567407375371099,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,147603100
0.89,0,0.5685755186038842918251125229,0.568575518603884,0.568575518603884,0.568575518603884,0.568575518603884,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,149280400
0.90,0,0.5697458261787272170749555410,0.569745826178727,0.569745826178727,0.569745826178727,0.569745826178727,0,0,0,0,19.2367270417881,231.20676883303473912708883853,231.20676883303473912708883853,150957700
0.91,0,0.573620097796743,0.573620097796742,0.573620097796742,0.573620097796742,0.573620097796742,0,0,0,0,20.089341514915,232.017179508889,231.75555617048,152635000
0.92,0,0.585242912650789,0.585242912650788,0.585242912650788,0.585242912650788,0.585242912650788,0,0,0,0,20.9419559880419,232.827590184743,232.304343507926,154312300
0.93,0,0.615669585578724,0.615669585578724,0.615669585578724,0.615669585578724,0.615669585578724,0,0,0,0,21.7945704611688,233.638000860598,232.853130845371,155989600
0.94,0,0.659088709153527,0.659088709153527,0.659088709153527,0.659088709153527,0.659088709153527,0,0,0,0,22.6471849342957,234.448411536452,233.401918182817,157666900
0.95,0,0.70250783272833,0.70250783272833,0.70250783272833,0.70250783272833,0.70250783272833,0,0,0,0,23.4997994074225,235.258822212306,233.950705520263,159344300
0.96,0,0.745926956303133,0.745926956303133,0.745926956303133,0.745926956303133,0.745926956303133,0,0,0,0,24.3524138805494,236.06923288816,234.499492857708,161021600
0.97,0,0.789346079877936,0.789346079877936,0.789346079877936,0.789346079877936,0.789346079877936,0,0,0,0,25.2050283536763,236.879643564015,235.048280195154,162698900
0.98,0,0.832765203452739,0.832765203452739,0.832765203452739,0.832765203452739,0.832765203452739,0,0,0,0,26.0576428268032,237.690054239869,235.597067532599,164376200
0.99,0,0.876184327027542,0.876184327027542,0.876184327027542,0.876184327027542,0.876184327027542,0,0,0,0,26.9102572999301,238.500464915723,236.145854870045,166053500
1.00,0,0.919603450602346,0.919603450602345,0.919603450602345,0.919603450602345,0.919603450602345,0,0,0,0,27.762871773057,239.310875591578,236.69464220749,167730800
1.01,0,0.963022574177149,0.963022574177148,0.963022574177148,0.963022574177148,0.963022574177148,0,0,0,0,28.6154862461839,240.121286267432,237.243429544936,169408100
1.02,0,1.00644169775195,1.00644169775195,1.00644169775195,1.00644169775195,1.00644169775195,0,0,0,0,29.4681007193108,240.931696943286,237.792216882382,171085400
1.03,0,1.04986082132675,1.04986082132675,1.04986082132675,1.04986082132675,1.04986082132675,0,0,0,0,30.3207151924377,241.742107619141,238.341004219827,172762700
1.04,0,1.09327994490156,1.09327994490156,1.09327994490156,1.09327994490156,1.09327994490156,0,0,0,0,31.1733296655646,242.552518294995,238.889791557273,174440000
1.05,0,1.1366990684763611434652282716,1.13669906847636,1.13669906847636,1.13669906847636,1.13669906847636,0,0,0,0,32.025944138691456574307599603,243.36292897084925153564832823,239.43857889471821466455624648,176117300
1.06,0,1.1347594727199183843418368433,1.13475947271992,1.13475947271992,1.13475947271992,1.13475947271992,0,0,0,0,32.659843152126206574307599603,244.05419225681125749455377414,240.17770871160797598861205851,177794600
1.07,0,1.1339042999322192848734662434,1.13390429993222,1.13390429993222,1.13390429993222,1.13390429993222,0,0,0,0,33.635067225173526574307599603,244.80495218430081081139412095,241.01101806266700674405418606,179472000
1.08,0,1.1337690679619785189651740634,1.13376906796198,1.13376906796198,1.13376906796198,1.13376906796198,0,0,0,0,34.679384657776376574307599603,245.50137800137300871900908874,241.79483989907710020897538764,181149300
1.09,0,1.1341351793960568832938756287,1.13413517939606,1.13413517939606,1.13413517939606,1.13413517939606,0,0,0,0,35.674720345981976574307599603,246.10880147929836510436974865,242.48290951655817489903250126,182826600
1.10,0,1.1348624308488650821989541706,1.13486243084887,1.13486243084887,1.13486243084887,1.13486243084887,0,0,0,0,36.574614205797436574307599603,246.62514278912852043284186554,243.06958616810255028697533569,184503900
1.11,0,1.1358561400439912917283411008,1.13585614004399,1.13585614004399,1.13585614004399,1.13585614004399,0,0,0,0,37.365503169689366574307599603,247.05944317102857545977849096,243.56360265342524386652889921,186181200
1.12,0,1.1370497267989106376183298831,1.13704972679891,1.13704972679891,1.13704972679891,1.13704972679891,0,0,0,0,38.048684718685716574307599603,247.42346550201832760455103705,243.97760143887696168431955361,187858500
1.13,0,1.1383948203478078670847953363,1.13839482034781,1.13839482034781,1.13839482034781,1.13839482034781,0,0,0,0,38.631742315708436574307599603,247.72821775026110218965967278,244.32381273634570040345032033,189535800
1.14,0,1.1398552634765972803740848347,1.1398552634766,1.1398552634766,1.1398552634766,1.1398552634766,0,0,0,0,39.124542268434466574307599603,247.98342845686512373930500808,244.61318188949934434590839951,191213100
1.15,0,1.1414034954475988302654998851,1.1414034954476,1.1414034954476,1.1414034954476,1.1414034954476,0,0,0,0,39.537236924797856574307599602,248.19706051653730978462311275,244.85476792401242546849700179,192890400
1.16,0,1.1421264076544413179924037049,1.14212640765444,1.14212640765444,1.14212640765444,1.14212640765444,0,0,0,0,39.879515944161856574307599602,248.37575426103375782468374711,245.05615639875661477821026868,194567700
1.17,0,1.1428696872929133013450112163,1.14286968729291,1.14286968729291,1.14286968729291,1.14286968729291,0,0,0,0,40.160085673569356574307599603,248.52485008702897705399049714,245.22347962595523348746142042,196245000
1.18,0,1.1436523757422572633126291532,1.14365237574226,1.14365237574226,1.14365237574226,1.14365237574226,0,0,0,0,40.386763636521776574307599604,248.64885628290533329798388879,245.36190965773260206532212457,197922300
1.19,0,1.1441734384519773291178793994,1.14417343845198,1.14417343845198,1.14417343845198,1.14417343845198,0,0,0,0,40.566380405186126574307599602,248.75142735497329664006555274,245.47565345448159906478820081,199599700
1.20,0,1.1439584271427563640976839278,1.14395842714276,1.14395842714276,1.14395842714276,1.14395842714276,0,0,0,0,40.704891852578916574307599603,248.83548209202846264977334819,245.56809385976169867791772081,201277000
1.21,0,1.1437644565469341081266513605,1.14376445654693,1.14376445654693,1.14376445654693,1.14376445654693,0,0,0,0,40.807465290327506574307599604,248.90356598307163955812482789,245.64215970338425912044234364,202954300
1.22,0,1.1435852894731168193005115354,1.14358528947312,1.14358528947312,1.14358528947312,1.14358528947312,0,0,0,0,40.878584223950106574307599603,248.9577398334031942772576075,245.70023556600673427816633485,204631600
1.23,0,1.1434154023587828891244890560,1.14341540235878,1.14341540235878,1.14341540235878,1.14341540235878,0,0,0,0,40.922194078147866574307599604,248.99974472746055765628334247,245.74433937257263390068041324,206308900
1.24,0,1.1432504983609468164541270362,1.14325049836095,1.14325049836095,1.14325049836095,1.14325049836095,0,0,0,0,40.941621061683776574307599604,249.03099427626122618814190157,245.7761130120360730992767627,207986200
1.25,0,1.1430866446004646952224901658,1.14308664460046,1.14308664460046,1.14308664460046,1.14308664460046,0,0,0,0,40.939864324916196574307599603,249.05296581668351301441096806,245.79722726111805268353604134,209663500
1.26,0,1.1429205017909614675508389294,1.14292050179096,1.14292050179096,1.14292050179096,1.14292050179096,0,0,0,0,40.919460973648816574307599603,249.06641111783385732686241394,245.80860981589565756139633573,211340800
1.27,0,1.1427493457305049870998500001,1.1427493457305,1.1427493457305,1.1427493457305,1.1427493457305,0,0,0,0,40.882655788698486574307599603,249.07254854433471770301390395,245.8116136228684292273926351,213018100
1.28,0,1.1425708412339007504177307933,1.1425708412339,1.1425708412339,1.1425708412339,1.1425708412339,0,0,0,0,40.831414073862976574307599603,249.07203295196321189292388158,245.8070225784793811696790805,214695400
1.29,0,1.1423829059858327223741544247,1.14238290598583,1.14238290598583,1.14238290598583,1.14238290598583,0,0,0,0,40.767468702556436574307599603,249.06554024925072749373237617,245.79562153739090498713592389,216372700
1.30,0,1.1421836072785688568415364157,1.14218360727857,1.14218360727857,1.14218360727857,1.14218360727857,0,0,0,0,40.692311805833596574307599604,249.0537668312020133025711101,245.77819560140202174101965262,218050000
1.31,0,1.1419717351639134137851744723,1.14197173516391,1.14197173516391,1.14197173516391,1.14197173516391,0,0,0,0,40.607277531256216574307599602,249.03717275578444680479752525,245.75528869395415679410848401,219727300
1.32,0,1.1417457011731741685408798656,1.14174570117317,1.14174570117317,1.14174570117317,1.14174570117317,0,0,0,0,40.513535381102196574307599603,249.0161705267596459731436034,245.72738586820712962803131632,221404700
1.33,0,1.1415046359691854712548225029,1.14150463596919,1.14150463596919,1.14150463596919,1.14150463596919,0,0,0,0,40.412141098994446574307599603,248.99132893039972085877716536,245.69511465264361207955510671,223082000
1.34,0,1.1412473937225543982944681056,1.14124739372255,1.14124739372255,1.14124739372255,1.14124739372255,0,0,0,0,40.303974406195246574307599603,248.9628809159244179996127839,245.65876416425446645532199768,224759300
1.35,0,1.1409734017322498975557019228,1.14097340173225,1.14097340173225,1.14097340173225,1.14097340173225,0,0,0,0,40.189892406332106574307599603,248.93115336319446075741943982,245.61871323778353567597136348,226436600
1.36,0,1.1406818044853909507587576245,1.14068180448539,1.14068180448539,1.14068180448539,1.14068180448539,0,0,0,0,40.070595620229056574307599604,248.89652014167791787807735592,245.57537404707227289476119737,228113900
1.37,0,1.1403721486006888882117042739,1.14037214860069,1.14037214860069,1.14037214860069,1.14037214860069,0,0,0,0,39.946719711129596574307599604,248.85914889376951180026995608,245.52895477894243998761553422,229791200
1.38,0,1.1400439996822483013884757318,1.14004399968225,1.14004399968225,1.14004399968225,1.14004399968225,0,0,0,0,39.818840457764336574307599603,248.81928830401192797356926183,245.47973774320954142025883632,231468500
1.39,0,1.1396970042994547996465478483,1.13969700429946,1.13969700429946,1.13969700429946,1.13969700429946,0,0,0,0,39.687485636786046574307599604,248.77717490586948624884417984,245.42799023013900729215731621,233145800
1.40,0,1.1393307948120298861557766845,1.13933079481203,1.13933079481203,1.13933079481203,1.13933079481203,0,0,0,0,39.553098416851086574307599603,248.73302028378719619180110183,245.37394900179646091474802286,234823100
1.41,0,1.1389451328403804621175859131,1.13894513284038,1.13894513284038,1.13894513284038,1.13894513284038,0,0,0,0,39.416095861336906574307599603,248.68693693369129953025466276,245.31775352314651595527976402,236500400
1.42,0,1.1385399255029856049626995431,1.13853992550299,1.13853992550299,1.13853992550299,1.13853992550299,0,0,0,0,39.276829062941376574307599603,248.63911326680797375033188531,245.25961162038294836557302747,238177700
1.43,0,1.1381151545714746962358424197,1.13811515457148,1.13811515457148,1.13811515457148,1.13811515457148,0,0,0,0,39.135654387858196574307599603,248.58964917061317476585315386,245.19964664614753637155618347,239855000
1.44,0,1.1376706798461939712377981622,1.13767067984619,1.13767067984619,1.13767067984619,1.13767067984619,0,0,0,0,38.989662445944482148591581749,248.53870555370210305415387142,245.14582027435879488252745406,241532400
1.45,0,1.1372065153245328462423502704,1.13720651532453,1.13720651532453,1.13720651532453,1.13720651532453,0,0,0,0,38.840551096854591946031275394,248.48636450932018949826173089,245.09481372142529415657816657,243209700
